"","site_1000","site_1001","site_1002","site_1003","site_1021","site_1022","site_1023","site_1024","site_1025","site_1026","site_1027","site_1028","site_1029","site_1041","site_1042","site_1043","site_1044","site_1045","site_1046","site_1047","site_1048","site_1049","site_1060","site_1061","site_1062","site_1063","site_1064","site_1065","site_1066","site_1067","site_1068","site_1078","site_1079","site_1080","site_1081","site_1082","site_1083","site_1084","site_1085","site_1096","site_1097","site_1098","site_1099","site_1100","site_1101","site_1102","site_1103","site_1111","site_1112","site_1113","site_1114","site_1115","site_1116","site_1117","site_1118","site_1123","site_1124","site_1125","site_1126","site_881","site_882","site_883","site_884","site_885","site_886","site_909","site_910","site_911","site_912","site_913","site_914","site_915","site_938","site_939","site_940","site_941","site_942","site_943","site_944","site_945","site_966","site_967","site_968","site_969","site_970","site_971","site_972","site_973","site_974","site_995","site_996","site_997","site_998","site_999"
"site_1027",0.514124293785311,0.483870967741935,0.646017699115044,0.972972972972973,0.935185185185185,0.930501930501931,0.782178217821782,0.684848484848485,0.577639751552795,0.508571428571429,0,0.695238095238095,0.688888888888889,0.964497041420118,0.91701244813278,0.802083333333333,0.720930232558139,0.610062893081761,0.557894736842105,0.5,0.526627218934911,0.581081081081081,0.960526315789474,0.978723404255319,0.907894736842105,0.798882681564246,0.742690058479532,0.659340659340659,0.539393939393939,0.610062893081761,0.597883597883598,0.979057591623037,0.94047619047619,0.797619047619048,0.733333333333333,0.683544303797468,0.64,0.692307692307692,0.738693467336683,0.977653631284916,0.899441340782123,0.9125,0.828125,0.72027972027972,0.701657458563536,0.79,0.854077253218884,0.954337899543379,0.979057591623037,0.951219512195122,0.972789115646258,0.902439024390244,0.899082568807339,0.84297520661157,0.884057971014493,0.96551724137931,0.958115183246073,0.954128440366973,0.930434782608696,0.937106918238994,0.87434554973822,0.788732394366197,0.743119266055046,0.788617886178862,1,0.923076923076923,0.900497512437811,0.794594594594595,0.680555555555556,0.767857142857143,0.792,0.722222222222222,0.92964824120603,0.865168539325843,0.726027397260274,0.698630136986301,0.650793650793651,0.678832116788321,0.617021276595745,0.918918918918919,0.941176470588235,0.899497487437186,0.782805429864253,0.752577319587629,0.63013698630137,0.678832116788321,0.626865671641791,0.555555555555556,0.738317757009346,0.95,0.895833333333333,0.78343949044586,0.606382978723404,0.636363636363636
"site_1028",0.698630136986301,0.698924731182796,0.780487804878049,1,0.956756756756757,0.912280701754386,0.871345029239766,0.776119402985075,0.707692307692308,0.708333333333333,0.695238095238095,0,0.75,0.956521739130435,0.914285714285714,0.863354037267081,0.858156028368794,0.765625,0.723270440251572,0.74496644295302,0.695652173913043,0.760683760683761,0.950413223140496,0.949044585987261,0.966942148760331,0.891891891891892,0.871428571428571,0.827814569536424,0.746268656716418,0.78125,0.721518987341772,0.9625,0.912408759124088,0.81021897810219,0.769230769230769,0.795275590551181,0.747899159663866,0.714285714285714,0.785714285714286,0.959459459459459,0.945945945945946,0.891472868217054,0.896907216494845,0.785714285714286,0.76,0.822485207100592,0.910891089108911,0.968085106382979,0.9625,0.93984962406015,0.96551724137931,0.954022988505747,0.914438502673797,0.876777251184834,0.920454545454545,0.972027972027972,0.9625,0.967914438502674,0.969849246231156,0.9375,0.8875,0.837837837837838,0.794871794871795,0.847826086956522,1,0.952,0.917647058823529,0.87012987012987,0.787610619469027,0.827160493827161,0.829787234042553,0.766233766233766,0.964285714285714,0.904761904761905,0.791304347826087,0.773913043478261,0.768421052631579,0.735849056603774,0.727272727272727,0.953488372093023,0.942446043165468,0.928571428571429,0.873684210526316,0.815950920245399,0.791304347826087,0.679245283018868,0.70873786407767,0.711538461538462,0.789473684210526,0.952662721893491,0.950310559006211,0.841269841269841,0.78343949044586,0.751724137931034
"site_1029",0.693181818181818,0.67479674796748,0.714285714285714,0.917808219178082,0.953488372093023,0.930232558139535,0.850746268656716,0.74390243902439,0.7375,0.71264367816092,0.688888888888889,0.75,0,0.952380952380952,0.95,0.884816753926702,0.801169590643275,0.772151898734177,0.682539682539683,0.709497206703911,0.619047619047619,0.591836734693878,0.973509933774834,0.967914438502674,0.947019867549669,0.898876404494382,0.823529411764706,0.723756906077348,0.646341463414634,0.658227848101266,0.617021276595745,0.978947368421053,0.92814371257485,0.892215568862275,0.791044776119403,0.78343949044586,0.718120805369127,0.774647887323944,0.777777777777778,0.97752808988764,0.955056179775281,0.886792452830189,0.921259842519685,0.788732394366197,0.788888888888889,0.839195979899497,0.887931034482759,0.954128440366973,0.968421052631579,0.96319018404908,0.986301369863014,0.911764705882353,0.898617511520737,0.87551867219917,0.844660194174757,0.988439306358382,0.947368421052632,0.953917050691244,0.947598253275109,0.936708860759494,0.894736842105263,0.858156028368794,0.851851851851852,0.868852459016393,1,0.935483870967742,0.92,0.880434782608696,0.804195804195804,0.873873873873874,0.870967741935484,0.88785046728972,0.909090909090909,0.864406779661017,0.820689655172414,0.793103448275862,0.808,0.794117647058823,0.742857142857143,0.972602739726027,0.940828402366864,0.898989898989899,0.836363636363636,0.823834196891192,0.779310344827586,0.779411764705882,0.714285714285714,0.761194029850746,0.754716981132076,0.939698492462312,0.905759162303665,0.82051282051282,0.764705882352941,0.737142857142857
"site_1041",0.933333333333333,0.949044585987261,0.972602739726027,1,0.317269076305221,0.5,0.617021276595745,0.838383838383838,0.88659793814433,0.932692307692308,0.964497041420118,0.956521739130435,0.952380952380952,0,0.45985401459854,0.635555555555556,0.746341463414634,0.916666666666667,0.89237668161435,0.896713615023474,0.920792079207921,0.966850828729282,0.275675675675676,0.538461538461538,0.643243243243243,0.707547169811321,0.784313725490196,0.86046511627907,0.888888888888889,0.90625,0.891891891891892,0.508928571428571,0.582089552238806,0.711442786069652,0.821428571428571,0.863874345549738,0.912568306010929,0.920454545454545,0.879310344827586,0.556603773584906,0.575471698113208,0.699481865284974,0.813664596273292,0.920454545454545,0.897196261682243,0.84549356223176,0.834586466165414,0.547619047619048,0.607142857142857,0.563451776649746,0.711111111111111,0.73109243697479,0.681274900398406,0.745454545454545,0.758333333333333,0.536231884057971,0.616071428571429,0.633466135458167,0.673003802281369,0.635416666666667,0.714285714285714,0.908571428571429,0.957746478873239,0.974358974358974,1,0.597883597883598,0.623931623931624,0.770642201834862,0.898305084745763,0.972413793103448,0.974683544303797,0.957446808510638,0.603448275862069,0.772511848341232,0.877094972067039,0.910614525139665,0.962264150943396,0.952941176470588,0.954022988505747,1,0.477832512315271,0.620689655172414,0.724409448818898,0.832599118942731,0.932960893854749,0.941176470588235,0.976047904191617,0.964285714285714,0.985714285714286,0.390557939914163,0.573333333333333,0.8,0.936651583710407,0.904306220095694
"site_1042",0.872340425531915,0.930131004366812,0.963302752293578,0.988826815642458,0.433021806853583,0.230769230769231,0.478827361563518,0.777777777777778,0.804511278195489,0.885714285714286,0.91701244813278,0.914285714285714,0.95,0.45985401459854,0,0.407407407407407,0.63898916967509,0.833333333333333,0.830508474576271,0.866666666666667,0.875912408759124,0.944664031620553,0.478599221789883,0.290102389078498,0.439688715953307,0.535211267605634,0.717391304347826,0.818815331010453,0.859259259259259,0.871212121212121,0.829931972789116,0.344594594594595,0.413919413919414,0.58974358974359,0.816666666666667,0.847908745247148,0.866666666666667,0.870967741935484,0.842105263157895,0.401408450704225,0.429577464788732,0.592452830188679,0.776824034334764,0.879032258064516,0.853146853146853,0.79672131147541,0.792899408284024,0.45679012345679,0.452702702702703,0.427509293680297,0.595238095238095,0.612903225806452,0.640866873065015,0.677233429394813,0.762820512820513,0.541218637992832,0.52027027027027,0.492260061919505,0.611940298507463,0.734848484848485,0.695945945945946,0.894736842105263,0.953271028037383,0.956140350877193,1,0.693486590038314,0.568627450980392,0.751724137931034,0.879518072289157,0.963133640552995,0.965217391304348,0.962441314553991,0.572368421052632,0.76678445229682,0.856573705179283,0.880478087649402,0.965367965367965,0.942148760330578,0.943089430894309,0.988826815642458,0.6,0.559210526315789,0.631901840490798,0.765886287625418,0.872509960159363,0.917355371900826,0.9581589958159,0.941666666666667,0.971698113207547,0.429508196721311,0.454545454545455,0.740458015267176,0.856655290102389,0.864768683274021
"site_1043",0.785407725321888,0.822222222222222,0.940828402366864,1,0.551470588235294,0.466666666666667,0.410852713178295,0.619909502262443,0.631336405529954,0.748917748917749,0.802083333333333,0.863354037267081,0.884816753926702,0.635555555555556,0.407407407407407,0,0.473684210526316,0.646511627906977,0.67479674796748,0.754237288135593,0.786666666666667,0.862745098039216,0.615384615384615,0.491803278688525,0.403846153846154,0.463829787234043,0.594713656387665,0.689075630252101,0.737556561085973,0.813953488372093,0.787755102040816,0.538461538461538,0.455357142857143,0.5,0.633507853403141,0.710280373831776,0.728155339805825,0.78894472361809,0.819607843137255,0.608510638297872,0.48936170212766,0.537037037037037,0.66304347826087,0.798994974874372,0.780590717299578,0.765625,0.799307958477509,0.658181818181818,0.603238866396761,0.554545454545455,0.645320197044335,0.624521072796935,0.656934306569343,0.738255033557047,0.79467680608365,0.704347826086957,0.619433198380567,0.627737226277372,0.692307692307692,0.711627906976744,0.676113360323887,0.848484848484849,0.903030303030303,0.888268156424581,1,0.707547169811321,0.610894941634241,0.70954356846473,0.79,0.916666666666667,0.911602209944751,0.878048780487805,0.63921568627451,0.683760683760684,0.752475247524752,0.782178217821782,0.89010989010989,0.844559585492228,0.847715736040609,0.969230769230769,0.663716814159292,0.568627450980392,0.509025270758123,0.648,0.772277227722772,0.772020725388601,0.884210526315789,0.832460732984293,0.938650306748466,0.5234375,0.451612903225806,0.577464788732394,0.704918032786885,0.706896551724138
"site_1044",0.708920187793427,0.7625,0.879194630872483,0.963636363636364,0.674603174603175,0.661016949152542,0.436974789915966,0.532338308457711,0.563451776649746,0.649289099526066,0.720930232558139,0.858156028368794,0.801169590643275,0.746341463414634,0.63898916967509,0.473684210526316,0,0.507692307692308,0.619469026548673,0.648148148148148,0.678048780487805,0.804347826086957,0.734042553191489,0.696428571428571,0.606382978723404,0.386046511627907,0.468599033816425,0.577981651376147,0.611940298507463,0.712820512820513,0.68,0.709251101321586,0.598039215686274,0.450980392156863,0.590643274853801,0.639175257731959,0.666666666666667,0.709497206703911,0.702127659574468,0.748837209302326,0.646511627906977,0.581632653061224,0.585365853658537,0.754189944134078,0.714285714285714,0.728813559322034,0.769516728624535,0.772549019607843,0.744493392070485,0.71,0.781420765027322,0.692946058091286,0.724409448818898,0.726618705035971,0.818930041152263,0.80952380952381,0.744493392070485,0.755905511811024,0.729323308270677,0.723076923076923,0.674008810572687,0.797752808988764,0.889655172413793,0.924528301886792,1,0.729166666666667,0.670886075949367,0.638009049773756,0.722222222222222,0.891891891891892,0.875776397515528,0.888888888888889,0.676595744680851,0.635514018691589,0.703296703296703,0.703296703296703,0.851851851851852,0.803468208092486,0.807909604519774,0.981818181818182,0.669902912621359,0.6,0.478599221789883,0.591304347826087,0.703296703296703,0.76878612716763,0.858823529411765,0.812865497076023,0.93006993006993,0.652542372881356,0.570175438596491,0.471502590673575,0.580357142857143,0.660377358490566
"site_1045",0.59,0.700680272108844,0.794117647058823,0.958762886597938,0.866108786610879,0.808510638297872,0.662222222222222,0.436170212765957,0.456521739130435,0.515151515151515,0.610062893081761,0.765625,0.772151898734177,0.916666666666667,0.833333333333333,0.646511627906977,0.507692307692308,0,0.408450704225352,0.536945812807882,0.572916666666667,0.649122807017544,0.908571428571429,0.895734597156398,0.817142857142857,0.574257425742574,0.556701030927835,0.434146341463415,0.542553191489362,0.637362637362637,0.584905660377358,0.897196261682243,0.780104712041885,0.581151832460733,0.544303797468354,0.580110497237569,0.53757225433526,0.626506024096386,0.648648648648649,0.900990099009901,0.801980198019802,0.737704918032787,0.682119205298013,0.626506024096386,0.647058823529412,0.739910313901345,0.765625,0.909090909090909,0.91588785046729,0.850267379679144,0.858823529411765,0.763157894736842,0.784232365145228,0.735849056603774,0.834782608695652,0.928934010152284,0.878504672897196,0.858921161825726,0.818181818181818,0.769230769230769,0.710280373831776,0.745454545454545,0.803030303030303,0.849315068493151,1,0.82122905027933,0.741071428571429,0.673076923076923,0.652694610778443,0.807407407407407,0.810810810810811,0.786259541984733,0.810810810810811,0.681592039800995,0.656804733727811,0.633136094674556,0.785234899328859,0.6875,0.75609756097561,0.938144329896907,0.823834196891192,0.72972972972973,0.598360655737705,0.511520737327189,0.538461538461538,0.65,0.745222929936306,0.734177215189873,0.892307692307692,0.811659192825112,0.73953488372093,0.488888888888889,0.469194312796209,0.49748743718593
"site_1046",0.489177489177489,0.662921348314607,0.796407185628742,0.96875,0.844444444444444,0.782747603833866,0.671875,0.515981735159817,0.488372093023256,0.449781659388646,0.557894736842105,0.723270440251572,0.682539682539683,0.89237668161435,0.830508474576271,0.67479674796748,0.619469026548673,0.408450704225352,0,0.418803418803419,0.479820627802691,0.623762376237624,0.883495145631068,0.859504132231405,0.796116504854369,0.639484978540773,0.546666666666667,0.440677966101695,0.452054794520548,0.55868544600939,0.473251028806584,0.893877551020408,0.783783783783784,0.621621621621622,0.576719576719577,0.518867924528302,0.431372549019608,0.593908629441624,0.612648221343874,0.879828326180258,0.819742489270386,0.719626168224299,0.747252747252747,0.644670050761421,0.557446808510638,0.68503937007874,0.707317073170732,0.853479853479853,0.893877551020408,0.834862385321101,0.880597014925373,0.776061776061776,0.786764705882353,0.722972972972973,0.770114942528736,0.894736842105263,0.861224489795918,0.860294117647059,0.823943661971831,0.821596244131455,0.738775510204082,0.76530612244898,0.803680981595092,0.830508474576271,0.984,0.857142857142857,0.764705882352941,0.698744769874477,0.707070707070707,0.807228915662651,0.832402234636871,0.802469135802469,0.841897233201581,0.758620689655172,0.7,0.67,0.766666666666667,0.696335078534031,0.671794871794872,0.921875,0.857142857142857,0.754940711462451,0.636363636363636,0.596774193548387,0.59,0.675392670157068,0.702127659574468,0.714285714285714,0.863354037267081,0.834645669291339,0.788617886178862,0.649289099526066,0.512396694214876,0.521739130434783
"site_1047",0.547511312217195,0.666666666666667,0.78343949044586,0.966101694915254,0.861538461538462,0.841584158415842,0.731707317073171,0.645933014354067,0.570731707317073,0.506849315068493,0.5,0.74496644295302,0.709497206703911,0.896713615023474,0.866666666666667,0.754237288135593,0.648148148148148,0.536945812807882,0.418803418803419,0,0.492957746478873,0.625,0.918367346938776,0.905172413793103,0.836734693877551,0.668161434977579,0.627906976744186,0.52212389380531,0.425837320574163,0.54679802955665,0.510729613733906,0.923404255319149,0.820754716981132,0.679245283018868,0.631284916201117,0.475247524752475,0.525773195876289,0.636363636363636,0.621399176954732,0.901345291479821,0.820627802690583,0.735294117647059,0.802325581395349,0.625668449197861,0.528888888888889,0.655737704918033,0.71841155234657,0.855513307984791,0.906382978723404,0.846153846153846,0.905759162303665,0.783132530120482,0.778625954198473,0.741258741258741,0.752988047808765,0.917431192660551,0.872340425531915,0.847328244274809,0.832116788321168,0.901477832512315,0.804255319148936,0.806451612903226,0.790849673202614,0.844311377245509,0.982608695652174,0.88,0.853061224489796,0.755458515283843,0.734042553191489,0.794871794871795,0.78698224852071,0.815789473684211,0.88477366255144,0.81981981981982,0.757894736842105,0.694736842105263,0.729411764705882,0.668508287292818,0.664864864864865,0.949152542372881,0.869158878504673,0.827160493827161,0.705660377358491,0.672268907563025,0.621052631578947,0.679558011049724,0.651685393258427,0.698324022346369,0.880794701986755,0.860655737704918,0.813559322033898,0.711442786069652,0.594827586206897,0.6
"site_1048",0.523809523809524,0.643312101910828,0.712328767123288,0.94392523364486,0.903614457831325,0.876712328767123,0.753191489361702,0.666666666666667,0.56701030927835,0.528846153846154,0.526627218934911,0.695652173913043,0.619047619047619,0.920792079207921,0.875912408759124,0.786666666666667,0.678048780487805,0.572916666666667,0.479820627802691,0.492957746478873,0,0.558011049723757,0.935135135135135,0.936651583710407,0.87027027027027,0.754716981132076,0.696078431372549,0.544186046511628,0.565656565656566,0.583333333333333,0.522522522522523,0.964285714285714,0.860696517412935,0.751243781094527,0.702380952380952,0.654450261780105,0.617486338797814,0.727272727272727,0.646551724137931,0.962264150943396,0.905660377358491,0.854922279792746,0.826086956521739,0.727272727272727,0.719626168224299,0.759656652360515,0.774436090225564,0.920634920634921,0.946428571428571,0.918781725888325,0.933333333333333,0.873949579831933,0.840637450199203,0.796363636363636,0.841666666666667,0.951690821256039,0.901785714285714,0.936254980079681,0.901140684410646,0.864583333333333,0.794642857142857,0.771428571428571,0.76056338028169,0.782051282051282,1,0.873015873015873,0.82051282051282,0.779816513761468,0.68361581920904,0.779310344827586,0.759493670886076,0.773049645390071,0.844827586206897,0.791469194312796,0.720670391061452,0.620111731843575,0.660377358490566,0.682352941176471,0.655172413793103,0.925233644859813,0.881773399014778,0.818965517241379,0.740157480314961,0.674008810572687,0.608938547486033,0.611764705882353,0.616766467065868,0.702380952380952,0.771428571428571,0.871244635193133,0.866666666666667,0.736842105263158,0.592760180995475,0.559808612440191
"site_1049",0.650793650793651,0.691176470588235,0.664,0.953488372093023,0.956140350877193,0.918819188191882,0.869158878504673,0.76271186440678,0.664739884393064,0.636363636363636,0.581081081081081,0.760683760683761,0.591836734693878,0.966850828729282,0.944664031620553,0.862745098039216,0.804347826086957,0.649122807017544,0.623762376237624,0.625,0.558011049723757,0,0.963414634146341,0.96,0.914634146341463,0.832460732984293,0.80327868852459,0.649484536082474,0.627118644067797,0.567251461988304,0.54228855721393,0.970443349753695,0.922222222222222,0.788888888888889,0.782312925170068,0.729411764705882,0.592592592592593,0.703225806451613,0.677725118483412,0.968586387434555,0.947643979057592,0.895348837209302,0.885714285714286,0.729032258064516,0.72020725388601,0.783018867924528,0.820408163265306,0.956709956709957,0.970443349753695,0.965909090909091,0.949685534591195,0.898617511520737,0.869565217391304,0.826771653543307,0.881278538812785,0.989247311827957,0.940886699507389,0.947826086956522,0.925619834710744,0.929824561403509,0.901477832512315,0.844155844155844,0.834710743801653,0.822222222222222,1,0.964285714285714,0.915492957746479,0.868020304568528,0.756410256410256,0.870967741935484,0.839416058394161,0.8,0.924170616113744,0.884210526315789,0.772151898734177,0.734177215189873,0.768115942028985,0.758389261744966,0.699346405228758,0.930232558139535,0.945054945054945,0.90521327014218,0.811158798283262,0.786407766990291,0.683544303797468,0.704697986577181,0.671232876712329,0.687074829931973,0.798319327731092,0.933962264150943,0.92156862745098,0.822485207100592,0.66,0.659574468085106
"site_1060",0.948186528497409,0.942857142857143,0.984496124031008,1,0.405172413793103,0.505454545454545,0.605504587155963,0.823204419889503,0.875706214689266,0.947643979057592,0.960526315789474,0.950413223140496,0.973509933774834,0.275675675675676,0.478599221789883,0.615384615384615,0.734042553191489,0.908571428571429,0.883495145631068,0.918367346938776,0.935135135135135,0.963414634146341,0,0.519607843137255,0.571428571428571,0.712820512820513,0.796791443850267,0.878787878787879,0.900552486187845,0.908571428571429,0.892682926829268,0.449275362318841,0.5,0.728260869565217,0.814569536423841,0.862068965517241,0.91566265060241,0.924528301886792,0.897674418604651,0.528205128205128,0.507692307692308,0.647727272727273,0.791666666666667,0.924528301886792,0.908629441624365,0.861111111111111,0.831325301204819,0.548936170212766,0.57487922705314,0.555555555555556,0.656441717791411,0.737556561085973,0.700854700854701,0.751937984496124,0.739910313901345,0.557894736842105,0.632850241545894,0.623931623931624,0.67479674796748,0.702857142857143,0.777777777777778,0.911392405063291,0.952,0.956834532374101,1,0.627906976744186,0.668202764976959,0.82089552238806,0.925,0.984375,0.971631205673759,0.951612903225806,0.609302325581395,0.835051546391753,0.888888888888889,0.925925925925926,0.957746478873239,0.973856209150327,0.949044585987261,0.977777777777778,0.526881720430108,0.646511627906977,0.746835443037975,0.838095238095238,0.938271604938272,0.947712418300654,0.96,0.960264900662252,0.967479674796748,0.444444444444444,0.567307692307692,0.815028901734104,0.931372549019608,0.927083333333333
"site_1061",0.912663755458515,0.954545454545455,0.987878787878788,1,0.477611940298507,0.395498392282958,0.574803149606299,0.84331797235023,0.859154929577465,0.920704845814978,0.978723404255319,0.949044585987261,0.967914438502674,0.538461538461538,0.290102389078498,0.491803278688525,0.696428571428571,0.895734597156398,0.859504132231405,0.905172413793103,0.936651583710407,0.96,0.519607843137255,0,0.42156862745098,0.636363636363636,0.7847533632287,0.88034188034188,0.889400921658986,0.914691943127962,0.892116182572614,0.275720164609054,0.409090909090909,0.672727272727273,0.850267379679144,0.885714285714286,0.881188118811881,0.907692307692308,0.904382470119522,0.324675324675325,0.411255411255411,0.594339622641509,0.833333333333333,0.917948717948718,0.854077253218884,0.833333333333333,0.831578947368421,0.416974169741697,0.358024691358025,0.37037037037037,0.5678391959799,0.618677042801556,0.644444444444444,0.700680272108844,0.783783783783784,0.451327433628319,0.432098765432099,0.459259259259259,0.595744680851064,0.791469194312796,0.777777777777778,0.927835051546392,0.962732919254658,0.965714285714286,1,0.759615384615385,0.683794466403162,0.814345991561181,0.918367346938776,0.975609756097561,0.977401129943503,0.975,0.665338645418327,0.834782608695652,0.888888888888889,0.909090909090909,0.943820224719101,0.947089947089947,0.937823834196891,0.984126984126984,0.693693693693694,0.657370517928287,0.692307692307692,0.853658536585366,0.909090909090909,0.936507936507937,0.956989247311828,0.935828877005348,0.974842767295597,0.555555555555556,0.508196721311475,0.770334928229665,0.908333333333333,0.903508771929825
"site_1062",0.896373056994819,0.9,0.984496124031008,1,0.568965517241379,0.52,0.477064220183486,0.767955801104972,0.796610169491525,0.884816753926702,0.907894736842105,0.966942148760331,0.947019867549669,0.643243243243243,0.439688715953307,0.403846153846154,0.606382978723404,0.817142857142857,0.796116504854369,0.836734693877551,0.87027027027027,0.914634146341463,0.571428571428571,0.42156862745098,0,0.476923076923077,0.689839572192513,0.808080808080808,0.801104972375691,0.874285714285714,0.853658536585366,0.478260869565217,0.369565217391304,0.521739130434783,0.788079470198676,0.781609195402299,0.819277108433735,0.861635220125786,0.86046511627907,0.517948717948718,0.446153846153846,0.568181818181818,0.680555555555556,0.874213836477987,0.817258883248731,0.814814814814815,0.815261044176707,0.565957446808511,0.545893719806763,0.466666666666667,0.595092024539877,0.592760180995475,0.666666666666667,0.728682170542636,0.802690582959641,0.621052631578947,0.594202898550725,0.606837606837607,0.658536585365854,0.828571428571429,0.739130434782609,0.89873417721519,0.936,0.928057553956835,1,0.755813953488372,0.695852534562212,0.781094527363184,0.875,0.96875,0.957446808510638,0.951612903225806,0.720930232558139,0.77319587628866,0.851851851851852,0.864197530864197,0.943661971830986,0.934640522875817,0.923566878980892,0.977777777777778,0.731182795698925,0.627906976744186,0.662447257383966,0.819047619047619,0.864197530864197,0.908496732026144,0.946666666666667,0.920529801324503,0.967479674796748,0.564814814814815,0.480769230769231,0.710982658959538,0.872549019607843,0.854166666666667
"site_1063",0.763636363636364,0.820359281437126,0.923076923076923,0.982905982905983,0.66023166023166,0.556291390728477,0.493877551020408,0.567307692307692,0.656862745098039,0.761467889908257,0.798882681564246,0.891891891891892,0.898876404494382,0.707547169811321,0.535211267605634,0.463829787234043,0.386046511627907,0.574257425742574,0.639484978540773,0.668161434977579,0.754716981132076,0.832460732984293,0.712820512820513,0.636363636363636,0.476923076923077,0,0.485981308411215,0.6,0.653846153846154,0.772277227722772,0.71551724137931,0.623931623931624,0.469194312796209,0.355450236966825,0.629213483146067,0.641791044776119,0.66839378238342,0.731182795698925,0.743801652892562,0.675675675675676,0.531531531531532,0.497536945812808,0.543859649122807,0.709677419354839,0.705357142857143,0.679012345679012,0.739130434782609,0.702290076335878,0.683760683760684,0.613526570048309,0.673684210526316,0.596774193548387,0.662835249042146,0.642105263157895,0.768,0.76036866359447,0.675213675213675,0.662835249042146,0.641025641025641,0.762376237623762,0.683760683760684,0.837837837837838,0.934210526315789,0.927710843373494,1,0.78894472361809,0.69672131147541,0.692982456140351,0.807486631016043,0.909677419354839,0.928571428571429,0.894039735099338,0.694214876033058,0.710407239819005,0.777777777777778,0.777777777777778,0.905325443786982,0.844444444444444,0.880434782608696,0.982905982905983,0.671361502347418,0.644628099173554,0.568181818181818,0.687763713080169,0.777777777777778,0.822222222222222,0.909604519774011,0.865168539325843,0.973333333333333,0.596707818930041,0.540425531914894,0.59,0.670995670995671,0.71689497716895
"site_1064",0.69811320754717,0.723270440251572,0.837837837837838,0.963302752293578,0.697211155378486,0.700680272108844,0.527426160337553,0.53,0.530612244897959,0.685714285714286,0.742690058479532,0.871428571428571,0.823529411764706,0.784313725490196,0.717391304347826,0.594713656387665,0.468599033816425,0.556701030927835,0.546666666666667,0.627906976744186,0.696078431372549,0.80327868852459,0.796791443850267,0.7847533632287,0.689839572192513,0.485981308411215,0,0.483870967741935,0.56,0.65979381443299,0.651785714285714,0.778761061946903,0.665024630541872,0.497536945812808,0.482352941176471,0.575129533678757,0.589189189189189,0.696629213483146,0.726495726495726,0.766355140186916,0.644859813084112,0.6,0.570552147239264,0.662921348314607,0.62037037037037,0.702127659574468,0.738805970149254,0.779527559055118,0.805309734513274,0.728643216080402,0.78021978021978,0.658333333333333,0.699604743083004,0.667870036101083,0.776859504132231,0.808612440191388,0.79646017699115,0.754940711462451,0.705660377358491,0.752577319587629,0.68141592920354,0.807909604519774,0.888888888888889,0.873417721518987,1,0.738219895287958,0.703389830508475,0.654545454545455,0.810055865921788,0.863945578231292,0.9,0.846153846153846,0.735042735042735,0.690140845070423,0.767955801104972,0.756906077348066,0.863354037267081,0.779069767441861,0.829545454545455,0.981651376146789,0.717073170731707,0.675213675213675,0.6015625,0.624454148471616,0.734806629834254,0.790697674418605,0.834319526627219,0.823529411764706,0.901408450704225,0.702127659574468,0.629955947136564,0.552083333333333,0.659192825112108,0.658767772511848
"site_1065",0.668161434977579,0.729411764705882,0.79874213836478,0.966666666666667,0.801526717557252,0.783606557377049,0.661290322580645,0.554502369668246,0.565217391304348,0.619909502262443,0.659340659340659,0.827814569536424,0.723756906077348,0.86046511627907,0.818815331010453,0.689075630252101,0.577981651376147,0.434146341463415,0.440677966101695,0.52212389380531,0.544186046511628,0.649484536082474,0.878787878787879,0.88034188034188,0.808080808080808,0.6,0.483870967741935,0,0.497630331753554,0.51219512195122,0.514893617021277,0.864978902953586,0.794392523364486,0.570093457943925,0.558011049723757,0.431372549019608,0.540816326530612,0.608465608465608,0.583673469387755,0.866666666666667,0.786666666666667,0.679611650485437,0.724137931034483,0.587301587301587,0.60352422907489,0.658536585365854,0.741935483870968,0.871698113207547,0.89873417721519,0.857142857142857,0.886010362694301,0.729083665338645,0.712121212121212,0.6875,0.739130434782609,0.9,0.848101265822785,0.825757575757576,0.768115942028985,0.804878048780488,0.772151898734177,0.829787234042553,0.870967741935484,0.905325443786982,1,0.821782178217822,0.700404858299595,0.67965367965368,0.8,0.873417721518987,0.859649122807018,0.87012987012987,0.771428571428571,0.758928571428571,0.75,0.75,0.86046511627907,0.792349726775956,0.807486631016043,0.966666666666667,0.796296296296296,0.722448979591837,0.655430711610487,0.6,0.677083333333333,0.759562841530055,0.811111111111111,0.823204419889503,0.908496732026144,0.75609756097561,0.739495798319328,0.625615763546798,0.58974358974359,0.603603603603604
